DateTime,Event,Impact,Actual,Forecast,Previous
2023-05-16T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.4%,0.8%,-0.7%
2023-05-16T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.4%,0.5%,-0.5%
2023-05-18T00:00:00+04:30,Unemployment Claims,High Impact Expected,242K,253K,264K
2023-05-19T18:30:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-05-23T00:00:00+04:30,Flash Services PMI,High Impact Expected,55.1,52.6,53.6
2023-05-23T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,48.5,50.0,50.2
2023-05-24T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2023-05-25T00:00:00+04:30,Unemployment Claims,High Impact Expected,229K,249K,225K
2023-05-25T16:00:00+04:30,Prelim GDP q/q,High Impact Expected,1.3%,1.1%,1.1%
2023-05-26T16:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.4%,0.3%,0.3%
2023-05-30T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,102.3,99.1,103.7
2023-05-31T17:30:00+04:30,JOLTS Job Openings,High Impact Expected,10.10M,9.41M,9.75M
2023-06-01T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,278K,173K,291K
2023-06-01T16:00:00+04:30,Unemployment Claims,High Impact Expected,232K,236K,230K
2023-06-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,46.9,47.0,47.1
2023-06-02T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.7%,3.5%,3.4%
2023-06-02T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,339K,193K,294K
2023-06-02T16:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.4%
2023-06-05T00:00:00+04:30,ISM Services PMI,High Impact Expected,50.3,52.6,51.9
2023-06-08T16:00:00+04:30,Unemployment Claims,High Impact Expected,261K,236K,233K
2023-06-13T00:00:00+04:30,CPI y/y,High Impact Expected,4.0%,4.1%,4.9%
2023-06-13T00:00:00+04:30,CPI m/m,High Impact Expected,0.1%,0.2%,0.4%
2023-06-13T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.4%,0.4%,0.4%
2023-06-14T00:00:00+04:30,FOMC Economic Projections,High Impact Expected,,,
2023-06-14T00:00:00+04:30,PPI m/m,High Impact Expected,-0.3%,-0.1%,0.2%
2023-06-14T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2023-06-14T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.2%,0.2%,0.2%
2023-06-14T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.25%,5.25%,5.25%
2023-06-14T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2023-06-15T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.3%,-0.2%,0.4%
2023-06-15T00:00:00+04:30,Unemployment Claims,High Impact Expected,262K,246K,262K
2023-06-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,6.6,-15.0,-31.8
2023-06-15T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.1%,0.1%,0.4%
2023-06-16T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,63.9,60.1,59.2
2023-06-16T21:30:00+04:30,Treasury Currency Report,High Impact Expected,,,
2023-06-21T17:30:00+04:30,Fed Chair Powell Testifies,High Impact Expected,,,
2023-06-22T00:00:00+04:30,Fed Chair Powell Testifies,High Impact Expected,,,
2023-06-22T16:00:00+04:30,Unemployment Claims,High Impact Expected,264K,261K,264K
2023-06-23T00:00:00+04:30,Flash Services PMI,High Impact Expected,54.1,53.9,54.9
2023-06-23T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,46.3,48.6,48.4
2023-06-27T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,109.7,103.9,102.5
2023-06-28T00:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-06-29T10:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-06-29T16:00:00+04:30,Final GDP q/q,High Impact Expected,2.0%,1.4%,1.3%
2023-06-29T16:02:00+04:30,Unemployment Claims,High Impact Expected,239K,264K,265K
2023-06-30T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.4%
2023-07-03T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,46.0,47.2,46.9
2023-07-05T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2023-07-06T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,9.82M,9.93M,10.32M
2023-07-06T00:00:00+04:30,Unemployment Claims,High Impact Expected,248K,247K,236K
2023-07-06T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,497K,226K,267K
2023-07-06T17:30:00+04:30,ISM Services PMI,High Impact Expected,53.9,51.3,50.3
2023-07-07T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.6%,3.6%,3.7%
2023-07-07T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,209K,224K,306K
2023-07-07T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.4%
2023-07-12T00:00:00+04:30,CPI m/m,High Impact Expected,0.2%,0.3%,0.1%
2023-07-12T00:00:00+04:30,CPI y/y,High Impact Expected,3.0%,3.1%,4.0%
2023-07-12T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.2%,0.3%,0.4%
2023-07-13T00:00:00+04:30,Unemployment Claims,High Impact Expected,237K,251K,249K
2023-07-13T00:00:00+04:30,PPI m/m,High Impact Expected,0.1%,0.2%,-0.4%
2023-07-13T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.1%,0.2%,0.1%
2023-07-14T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,72.6,65.5,64.4
2023-07-17T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,1.1,-3.5,6.6
2023-07-18T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.2%,0.4%,0.3%
2023-07-18T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.2%,0.5%,0.5%
2023-07-19T16:00:00+04:30,Housing Starts,High Impact Expected,1.43M,1.48M,1.56M
2023-07-20T16:00:00+04:30,Unemployment Claims,High Impact Expected,228K,239K,237K
2023-07-24T00:00:00+04:30,Flash Services PMI,High Impact Expected,52.4,54.0,54.4
2023-07-24T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,49.0,46.1,46.3
2023-07-25T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,117.0,112.1,110.1
2023-07-26T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2023-07-26T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.25%
2023-07-26T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2023-07-27T00:00:00+04:30,Unemployment Claims,High Impact Expected,221K,234K,228K
2023-07-27T16:00:00+04:30,Advance GDP q/q,High Impact Expected,2.4%,1.8%,2.0%
2023-07-28T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.3%
2023-07-28T00:00:00+04:30,Employment Cost Index q/q,High Impact Expected,1.0%,1.1%,1.2%
2023-07-28T17:30:00+04:30,Revised UoM Consumer Sentiment,High Impact Expected,71.6,72.6,72.6
2023-08-01T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,9.58M,9.61M,9.62M
2023-08-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,46.4,46.9,46.0
2023-08-02T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,324K,191K,455K
2023-08-03T16:00:00+04:30,Unemployment Claims,High Impact Expected,227K,226K,221K
2023-08-03T17:30:00+04:30,ISM Services PMI,High Impact Expected,52.7,53.1,53.9
2023-08-04T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,187K,205K,185K
2023-08-04T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.5%,3.6%,3.6%
2023-08-04T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.4%
2023-08-10T00:00:00+04:30,CPI m/m,High Impact Expected,0.2%,0.2%,0.2%
2023-08-10T00:00:00+04:30,CPI y/y,High Impact Expected,3.2%,3.3%,3.0%
2023-08-10T00:00:00+04:30,Unemployment Claims,High Impact Expected,248K,231K,227K
2023-08-10T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.2%,0.2%,0.2%
2023-08-11T00:00:00+04:30,PPI m/m,High Impact Expected,0.3%,0.2%,0.0%
2023-08-11T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.3%,0.2%,-0.1%
2023-08-11T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,71.2,71.4,71.6
2023-08-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,-19.0,-0.9,1.1
2023-08-15T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,1.0%,0.4%,0.2%
2023-08-15T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.7%,0.4%,0.3%
2023-08-16T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2023-08-17T00:00:00+04:30,Unemployment Claims,High Impact Expected,239K,240K,250K
2023-08-23T00:00:00+04:30,Flash Services PMI,High Impact Expected,51.0,52.1,52.3
2023-08-23T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,47.0,48.9,49.0
2023-08-24T00:00:00+04:30,Unemployment Claims,High Impact Expected,230K,239K,240K
2023-08-25T17:30:00+04:30,Revised UoM Consumer Sentiment,High Impact Expected,69.5,71.2,71.2
2023-08-25T17:35:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-08-29T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,8.83M,9.49M,9.17M
2023-08-29T16:30:00+04:30,S&P/CS Composite-20 HPI y/y,High Impact Expected,-1.2%,-1.5%,-1.7%
2023-08-29T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,106.1,116.0,114.0
2023-08-30T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,177K,194K,371K
2023-08-30T16:00:00+04:30,Prelim GDP q/q,High Impact Expected,2.1%,2.4%,2.4%
2023-08-31T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.2%
2023-08-31T00:00:00+04:30,Unemployment Claims,High Impact Expected,228K,236K,232K
2023-09-01T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.8%,3.5%,3.5%
2023-09-01T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,187K,169K,157K
2023-09-01T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.2%,0.3%,0.4%
2023-09-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,47.6,46.9,46.4
2023-09-06T00:00:00+04:30,ISM Services PMI,High Impact Expected,54.5,52.5,52.7
2023-09-07T00:00:00+04:30,Unemployment Claims,High Impact Expected,216K,232K,229K
2023-09-13T00:00:00+04:30,CPI m/m,High Impact Expected,0.6%,0.6%,0.2%
2023-09-13T00:00:00+04:30,CPI y/y,High Impact Expected,3.7%,3.6%,3.2%
2023-09-13T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.3%,0.2%,0.2%
2023-09-14T00:00:00+04:30,Core PPI m/m,High Impact Expected,0.2%,0.2%,0.4%
2023-09-14T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.6%,0.4%,0.7%
2023-09-14T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.6%,0.1%,0.5%
2023-09-14T00:00:00+04:30,Unemployment Claims,High Impact Expected,220K,226K,217K
2023-09-14T00:00:00+04:30,PPI m/m,High Impact Expected,0.7%,0.4%,0.4%
2023-09-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,1.9,-9.9,-19.0
2023-09-15T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,67.7,69.0,69.5
2023-09-20T00:00:00+04:30,FOMC Economic Projections,High Impact Expected,,,
2023-09-20T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2023-09-20T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2023-09-20T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2023-09-21T00:00:00+04:30,Unemployment Claims,High Impact Expected,201K,224K,221K
2023-09-22T00:00:00+03:30,Flash Services PMI,High Impact Expected,50.2,50.7,50.5
2023-09-22T17:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,48.9,48.2,47.9
2023-09-26T17:30:00+03:30,CB Consumer Confidence,High Impact Expected,103.0,105.5,108.7
2023-09-28T00:00:00+03:30,Unemployment Claims,High Impact Expected,204K,214K,202K
2023-09-28T16:00:00+03:30,Final GDP q/q,High Impact Expected,2.1%,2.2%,2.1%
2023-09-28T23:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-09-29T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.1%,0.2%,0.2%
2023-09-29T17:30:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,68.1,67.7,67.7
2023-10-02T00:00:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-10-02T17:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,49.0,47.8,47.6
2023-10-03T17:30:00+03:30,JOLTS Job Openings,High Impact Expected,9.61M,8.81M,8.92M
2023-10-04T15:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,89K,154K,180K
2023-10-04T17:30:00+03:30,ISM Services PMI,High Impact Expected,53.6,53.5,54.5
2023-10-05T00:00:00+03:30,Unemployment Claims,High Impact Expected,207K,211K,205K
2023-10-06T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,336K,171K,227K
2023-10-06T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.8%,3.7%,3.8%
2023-10-06T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.2%,0.3%,0.2%
2023-10-11T00:00:00+03:30,PPI m/m,High Impact Expected,0.5%,0.3%,0.7%
2023-10-11T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.3%,0.2%,0.2%
2023-10-11T21:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2023-10-12T00:00:00+03:30,CPI m/m,High Impact Expected,0.4%,0.3%,0.6%
2023-10-12T00:00:00+03:30,CPI y/y,High Impact Expected,3.7%,3.6%,3.7%
2023-10-12T00:00:00+03:30,Unemployment Claims,High Impact Expected,209K,211K,209K
2023-10-12T16:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.3%
2023-10-13T17:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,63.0,67.2,68.1
2023-10-16T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,-4.6,-6.4,1.9
2023-10-17T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.6%,0.2%,0.9%
2023-10-17T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.7%,0.3%,0.8%
2023-10-19T00:00:00+03:30,Unemployment Claims,High Impact Expected,198K,210K,211K
2023-10-19T19:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-10-24T00:00:00+03:30,Flash Services PMI,High Impact Expected,50.9,49.9,50.1
2023-10-24T17:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,50.0,49.5,49.8
2023-10-26T00:00:00+03:30,Unemployment Claims,High Impact Expected,210K,208K,200K
2023-10-26T00:05:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-10-26T16:00:00+03:30,Advance GDP q/q,High Impact Expected,4.9%,4.5%,2.1%
2023-10-27T16:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.1%
2023-10-27T17:30:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,63.8,63.0,63.0
2023-10-31T00:00:00+03:30,Employment Cost Index q/q,High Impact Expected,1.1%,1.0%,1.0%
2023-10-31T17:30:00+03:30,CB Consumer Confidence,High Impact Expected,102.6,100.5,104.3
2023-11-01T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2023-11-01T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,9.55M,9.34M,9.50M
2023-11-01T15:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,113K,149K,89K
2023-11-01T17:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,46.7,49.0,49.0
2023-11-01T21:30:00+03:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2023-11-01T22:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2023-11-02T00:00:00+03:30,Unemployment Claims,High Impact Expected,217K,210K,212K
2023-11-03T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.9%,3.8%,3.8%
2023-11-03T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.2%,0.3%,0.3%
2023-11-03T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,150K,178K,297K
2023-11-03T17:30:00+03:30,ISM Services PMI,High Impact Expected,51.8,53.0,53.6
2023-11-08T00:30:00+03:30,Treasury Currency Report,High Impact Expected,,,
2023-11-08T17:45:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-11-09T17:00:00+03:30,Unemployment Claims,High Impact Expected,217K,218K,220K
2023-11-09T22:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-11-10T18:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,60.4,63.7,63.8
2023-11-14T00:00:00+03:30,CPI m/m,High Impact Expected,0.0%,0.1%,0.4%
2023-11-14T00:00:00+03:30,CPI y/y,High Impact Expected,3.2%,3.3%,3.7%
2023-11-14T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.2%,0.3%,0.3%
2023-11-15T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.0%,0.3%,0.2%
2023-11-15T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.1%,-0.1%,0.8%
2023-11-15T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,9.1,-3.3,-4.6
2023-11-15T00:00:00+03:30,PPI m/m,High Impact Expected,-0.5%,0.1%,0.4%
2023-11-15T00:00:00+03:30,Retail Sales m/m,High Impact Expected,-0.1%,-0.3%,0.9%
2023-11-16T17:00:00+03:30,Unemployment Claims,High Impact Expected,231K,221K,218K
2023-11-21T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2023-11-22T00:00:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,61.3,61.1,60.4
2023-11-22T17:00:00+03:30,Unemployment Claims,High Impact Expected,209K,226K,233K
2023-11-24T00:00:00+03:30,Flash Services PMI,High Impact Expected,50.8,50.4,50.6
2023-11-24T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,49.4,49.9,50.0
2023-11-28T18:30:00+03:30,CB Consumer Confidence,High Impact Expected,102.0,101.0,99.1
2023-11-29T00:00:00+03:30,Prelim GDP q/q,High Impact Expected,5.2%,5.0%,4.9%
2023-11-30T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.3%
2023-11-30T00:00:00+03:30,Unemployment Claims,High Impact Expected,218K,219K,211K
2023-12-01T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,46.7,47.9,46.7
2023-12-01T19:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-12-01T22:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2023-12-05T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,8.73M,9.31M,9.35M
2023-12-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,52.7,52.2,51.8
2023-12-06T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,103K,131K,106K
2023-12-07T00:00:00+03:30,Unemployment Claims,High Impact Expected,220K,221K,219K
2023-12-08T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,199K,184K,150K
2023-12-08T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.7%,3.9%,3.9%
2023-12-08T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.2%
2023-12-08T18:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,69.4,62.0,61.3
2023-12-12T00:00:00+03:30,CPI y/y,High Impact Expected,3.1%,3.1%,3.2%
2023-12-12T00:00:00+03:30,CPI m/m,High Impact Expected,0.1%,0.0%,0.0%
2023-12-12T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.2%
2023-12-13T00:00:00+03:30,PPI m/m,High Impact Expected,0.0%,0.0%,-0.4%
2023-12-13T00:00:00+03:30,FOMC Economic Projections,High Impact Expected,,,
2023-12-13T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2023-12-13T17:00:00+03:30,Core PPI m/m,High Impact Expected,0.0%,0.2%,0.0%
2023-12-13T22:30:00+03:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2023-12-13T23:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2023-12-14T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.3%,-0.1%,-0.2%
2023-12-14T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.2%,-0.1%,0.0%
2023-12-14T00:00:00+03:30,Unemployment Claims,High Impact Expected,202K,219K,221K
2023-12-15T00:00:00+03:30,Flash Services PMI,High Impact Expected,51.3,50.7,50.8
2023-12-15T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,-14.5,2.0,9.1
2023-12-15T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,48.2,49.5,49.4
2023-12-20T00:00:00+03:30,CB Consumer Confidence,High Impact Expected,110.7,104.6,101.0
2023-12-21T00:00:00+03:30,Final GDP q/q,High Impact Expected,4.9%,5.2%,5.2%
2023-12-21T00:00:00+03:30,Unemployment Claims,High Impact Expected,205K,214K,203K
2023-12-22T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.1%,0.2%,0.1%
2023-12-22T18:30:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,69.7,69.4,69.4
2024-01-03T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,8.79M,8.84M,8.85M
2024-01-03T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,47.4,47.2,46.7
2024-01-03T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-01-04T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,164K,120K,101K
2024-01-04T17:00:00+03:30,Unemployment Claims,High Impact Expected,202K,217K,220K
2024-01-05T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.4%
2024-01-05T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.7%,3.8%,3.7%
2024-01-05T00:00:00+03:30,ISM Services PMI,High Impact Expected,50.6,52.5,52.7
2024-01-05T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,216K,168K,173K
2024-01-11T00:00:00+03:30,CPI m/m,High Impact Expected,0.3%,0.2%,0.1%
2024-01-11T00:00:00+03:30,CPI y/y,High Impact Expected,3.4%,3.2%,3.1%
2024-01-11T00:00:00+03:30,Unemployment Claims,High Impact Expected,202K,209K,203K
2024-01-11T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.3%
2024-01-12T00:00:00+03:30,PPI m/m,High Impact Expected,-0.1%,0.1%,-0.1%
2024-01-12T17:00:00+03:30,Core PPI m/m,High Impact Expected,0.0%,0.2%,0.0%
2024-01-16T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,-43.7,-4.9,-14.5
2024-01-17T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.6%,0.4%,0.3%
2024-01-17T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.4%,0.2%,0.2%
2024-01-18T17:00:00+03:30,Unemployment Claims,High Impact Expected,187K,206K,203K
2024-01-19T18:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,78.8,69.8,69.7
2024-01-24T00:00:00+03:30,Flash Services PMI,High Impact Expected,52.9,51.4,51.4
2024-01-24T00:00:00+03:30,Flash Manufacturing PMI,High Impact Expected,50.3,47.6,47.9
2024-01-25T00:00:00+03:30,Unemployment Claims,High Impact Expected,214K,199K,189K
2024-01-25T17:00:00+03:30,Advance GDP q/q,High Impact Expected,3.3%,2.0%,4.9%
2024-01-26T17:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.1%
2024-01-30T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,9.03M,8.73M,8.93M
2024-01-30T18:30:00+03:30,CB Consumer Confidence,High Impact Expected,114.8,114.2,108.0
2024-01-31T00:00:00+03:30,Employment Cost Index q/q,High Impact Expected,0.9%,1.0%,1.1%
2024-01-31T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2024-01-31T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,107K,148K,158K
2024-01-31T22:30:00+03:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2024-01-31T23:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2024-02-01T17:00:00+03:30,Unemployment Claims,High Impact Expected,224K,213K,215K
2024-02-01T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,49.1,47.2,47.4
2024-02-02T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.7%,3.8%,3.7%
2024-02-02T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,353K,187K,333K
2024-02-02T17:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.6%,0.3%,0.4%
2024-02-02T18:30:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,79.0,78.9,78.8
2024-02-05T00:00:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-02-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,53.4,52.0,50.6
2024-02-08T17:00:00+03:30,Unemployment Claims,High Impact Expected,218K,221K,227K
2024-02-13T00:00:00+03:30,CPI m/m,High Impact Expected,0.3%,0.2%,0.3%
2024-02-13T00:00:00+03:30,CPI y/y,High Impact Expected,3.1%,2.9%,3.4%
2024-02-13T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.4%,0.3%,0.3%
2024-02-15T00:00:00+03:30,Retail Sales m/m,High Impact Expected,-0.8%,-0.2%,0.4%
2024-02-15T00:00:00+03:30,Unemployment Claims,High Impact Expected,212K,219K,220K
2024-02-15T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,-2.4,-13.7,-43.7
2024-02-15T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,-0.6%,0.2%,0.4%
2024-02-16T00:00:00+03:30,PPI m/m,High Impact Expected,0.3%,0.1%,-0.1%
2024-02-16T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.5%,0.1%,-0.1%
2024-02-16T18:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,79.6,80.0,79.0
2024-02-21T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-02-22T00:00:00+03:30,Flash Services PMI,High Impact Expected,51.3,52.4,52.5
2024-02-22T00:00:00+03:30,Unemployment Claims,High Impact Expected,201K,217K,213K
2024-02-22T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,51.5,50.5,50.7
2024-02-27T17:00:00+03:30,Durable Goods Orders m/m,High Impact Expected,-6.1%,-4.9%,-0.3%
2024-02-27T18:30:00+03:30,CB Consumer Confidence,High Impact Expected,106.7,114.8,110.9
2024-02-28T00:00:00+03:30,Prelim GDP q/q,High Impact Expected,3.2%,3.3%,3.3%
